tdc ch to time para fullscallrange=651ns ch   a       b   sig a  sig b
0 0 25.305 51.940
1 1 25.313 47.385
2 2 24.573 48.251
3 3 24.995 46.074
4 4 24.924 44.601
5 5 24.934 43.355
6 6 24.668 45.465 
7 7 24.967 42.502
8 8 24.876 45.524
