qdc_ch ch  pedestal  gain   2023/02/28
1  1 95.567075  97.42
2  1 96.645652  94.29
3  2 100.965772 94.61
4  2 108.877045 97.50
5  3 100.672791 96.13
6  0 73.909249  90.52
7  0 56.147399  0.00
8  3 107.067119 0.00
9  4 110.180321 0.00
10 4 106.144417 0.00
11 5 94.218525  0.00
12 5 89.865127  0.00
13 6 105.144476 0.00
14 6 81.964110  0.00
15 0 80.000000  0.00



